LFS,LFW,Load,T,P,W,DOY,N,Y
0.066286686,0.188098511,8.92131,4891,1,1,1,1,1
0.016845143,0.163030088,8.7853375,4892,1,1,1,1,1
8.97e-5,0.113952578,8.545735,4893,1,1,1,1,1
0.0,0.128521078,8.486,4894,1,1,1,1,1
0.0,0.120226597,8.50367,4895,1,1,1,1,1
0.0,0.113347107,8.1454725,4896,1,1,1,1,1
0.0,0.154778896,8.68476,4897,1,1,1,1,1
0.0,0.201765793,8.3254725,4898,1,1,1,1,1
0.0,0.213189246,7.875925,4899,1,1,1,1,1
0.0,0.185713038,7.80293,4900,1,1,1,1,1
0.0,0.162851567,7.7450225,4901,1,1,1,1,1
0.01883818,0.155092024,7.663955,4902,1,1,1,1,1
0.081516401,0.140011942,7.755355,4903,1,1,1,1,1
0.203559019,0.139052793,8.3254475,4904,1,1,1,1,1
0.305694972,0.154437681,9.03405,4905,1,1,1,1,1
0.382446373,0.174368647,9.401055,4906,1,1,1,1,1
0.420572308,0.186045931,9.55608,4907,1,1,1,1,1
0.47309908,0.175578507,9.6876275,4908,1,1,1,1,1
0.496356823,0.15994811,9.6199475,4909,1,1,1,1,1
0.478692961,0.169389806,9.405025,4910,1,1,1,1,1
0.487023246,0.134664839,9.11185,4911,1,1,1,1,1
0.498492946,0.1222968,8.9849975,4912,1,1,1,1,1
0.384483436,0.17427398,8.9292425,4913,1,1,1,1,1
0.267859441,0.245826346,9.013705,4914,1,1,1,1,1
0.128519564,0.216507779,9.0792375,4915,1,1,1,1,1
0.032963004,0.155154442,8.8770025,4916,1,1,1,1,1
0.002296141,0.157618895,8.663765,4917,1,1,1,1,1
0.0,0.159418601,8.6976125,4918,1,1,1,1,1
0.0,0.151679864,8.8314225,4919,1,1,1,1,1
0.0,0.130213426,8.6769575,4920,1,1,1,1,1
0.0,0.131595976,8.844785,4921,1,1,1,1,1
0.0,0.123914455,8.4435975,4922,1,1,1,1,1
0.0,0.119964464,8.2048025,4923,1,1,1,1,1
0.0,0.125933663,8.205925,4924,1,1,1,1,1
0.000568109,0.202757192,8.21716,4925,1,1,1,1,1
0.023945232,0.196825443,8.44849,4926,1,1,1,1,1
0.075295146,0.216730402,9.2256575,4927,1,1,1,1,1
0.155128388,0.290851251,10.1421275,4928,1,1,1,1,1
0.214654495,0.331822135,10.7540175,4929,1,1,1,1,1
0.299753114,0.346502744,11.0509225,4930,1,1,1,1,1
0.370843748,0.336081093,11.1837075,4931,1,1,1,1,1
0.479683553,0.333905841,11.2804975,4932,1,1,1,1,1
0.480888349,0.361158387,11.08173,4933,1,1,1,1,1
0.453600505,0.406084464,10.9814925,4934,1,1,1,1,1
0.389584561,0.436571279,10.825565,4935,1,1,1,1,1
0.314071824,0.487042115,10.6374675,4936,1,1,1,1,1
0.239008663,0.487603874,10.4924325,4937,1,1,1,1,1
0.167680118,0.461946096,10.57643,4938,1,1,1,1,1
0.086482061,0.445576052,10.3719525,4939,1,1,1,1,1
0.032016439,0.439543395,10.09198,4940,1,1,1,1,1
0.003456912,0.380166613,9.8538125,4941,1,1,1,1,1
0.0,0.320555766,9.6575,4942,1,1,1,1,1
0.0,0.264695173,9.74955,4943,1,1,1,1,1
0.0,0.253552599,9.31434,4944,1,1,1,1,1
0.0,0.070780084,8.3379675,4945,1,1,1,1,1
0.0,0.061454871,7.98139,4946,1,1,1,1,1
0.0,0.044304297,7.73203,4947,1,1,1,1,1
0.0,0.029952241,7.627915,4948,1,1,1,1,1
0.0,0.024728024,7.674015,4949,1,1,1,1,1
0.001568861,0.02651202,8.0097325,4950,1,1,1,1,1
0.034456512,0.028194944,8.611165,4951,1,1,1,1,1
0.095060418,0.02984831,9.2771575,4952,1,1,1,1,1
0.180068444,0.025325867,9.936255,4953,1,1,1,1,1
0.308323004,0.031843028,10.3593075,4954,1,1,1,1,1
0.439089604,0.037762345,10.5026075,4955,1,1,1,1,1
0.401189727,0.028745112,10.644905,4956,1,1,1,1,1
0.456023646,0.027370168,10.3713625,4957,1,1,1,1,1
0.48494639,0.040203301,10.36995,4958,1,1,1,1,1
0.528176837,0.062380717,10.0942175,4959,1,1,1,1,1
0.428955933,0.115358035,10.0271275,4960,1,1,1,1,1
0.330726468,0.132216838,9.83177,4961,1,1,1,1,1
0.201590535,0.218703898,9.8042875,4962,1,1,1,1,1
0.086200124,0.365251815,9.66571,4963,1,1,1,1,1
0.01713216,0.417185052,9.362795,4964,1,1,1,1,1
7.03e-5,0.466700217,9.1191675,4965,1,1,1,1,1
0.0,0.478422525,9.18563,4966,1,1,1,1,1
0.0,0.473759918,9.12513,4967,1,1,1,1,1
0.0,0.392629611,8.66401,4968,1,1,1,1,1
0.0,0.154778896,8.68476,4969,1,1,1,1,1
0.0,0.201765793,8.3254725,4970,1,1,1,1,1
0.0,0.213189246,7.875925,4971,1,1,1,1,1
0.0,0.185713038,7.80293,4972,1,1,1,1,1
0.0,0.162851567,7.7450225,4973,1,1,1,1,1
0.01883818,0.155092024,7.663955,4974,1,1,1,1,1
0.081516401,0.140011942,7.755355,4975,1,1,1,1,1
0.203559019,0.139052793,8.3254475,4976,1,1,1,1,1
0.305694972,0.154437681,9.03405,4977,1,1,1,1,1
0.382446373,0.174368647,9.401055,4978,1,1,1,1,1
0.420572308,0.186045931,9.55608,4979,1,1,1,1,1
0.47309908,0.175578507,9.6876275,4980,1,1,1,1,1
0.496356823,0.15994811,9.6199475,4981,1,1,1,1,1
0.478692961,0.169389806,9.405025,4982,1,1,1,1,1
0.487023246,0.134664839,9.11185,4983,1,1,1,1,1
0.498492946,0.1222968,8.9849975,4984,1,1,1,1,1
0.384483436,0.17427398,8.9292425,4985,1,1,1,1,1
0.267859441,0.245826346,9.013705,4986,1,1,1,1,1
0.128519564,0.216507779,9.0792375,4987,1,1,1,1,1
0.032963004,0.155154442,8.8770025,4988,1,1,1,1,1
0.002296141,0.157618895,8.663765,4989,1,1,1,1,1
0.0,0.159418601,8.6976125,4990,1,1,1,1,1
0.0,0.151679864,8.8314225,4991,1,1,1,1,1
0.0,0.130213426,8.6769575,4992,1,1,1,1,1
0.0,0.48214975,8.024615,4993,1,1,1,1,1
0.0,0.466178654,7.6419675,4994,1,1,1,1,1
0.0,0.456489204,7.408855,4995,1,1,1,1,1
0.0,0.450420188,7.3058075,4996,1,1,1,1,1
0.0,0.452991772,7.33573,4997,1,1,1,1,1
0.004285792,0.473143005,7.61069,4998,1,1,1,1,1
0.042025651,0.433341127,8.06367,4999,1,1,1,1,1
0.111780254,0.430288025,8.7473025,5000,1,1,1,1,1
0.211787705,0.498818807,9.34915,5001,1,1,1,1,1
0.280008162,0.519529742,9.6230975,5002,1,1,1,1,1
0.366165106,0.536902481,9.867615,5003,1,1,1,1,1
0.379707428,0.525764668,10.025275,5004,1,1,1,1,1
0.421141264,0.525463362,9.7986325,5005,1,1,1,1,1
0.447942278,0.530906884,9.6297375,5006,1,1,1,1,1
0.427842576,0.566261646,9.351895,5007,1,1,1,1,1
0.356907728,0.543883042,9.2414225,5008,1,1,1,1,1
0.280769309,0.502956035,9.166455,5009,1,1,1,1,1
0.215640854,0.481816979,9.24851,5010,1,1,1,1,1
0.117838952,0.396149927,9.1502875,5011,1,1,1,1,1
0.030888688,0.353726882,8.8292775,5012,1,1,1,1,1
0.00123443,0.360246903,8.661595,5013,1,1,1,1,1
0.0,0.337324804,8.60291,5014,1,1,1,1,1
0.0,0.287175563,8.8143725,5015,1,1,1,1,1
0.0,0.210274974,8.4366875,5016,1,1,1,1,1
0.0,0.353629625,8.1401375,5017,1,1,1,1,1
0.0,0.373170618,7.7780325,5018,1,1,1,1,1
0.0,0.331271044,7.560135,5019,1,1,1,1,1
0.0,0.362773673,7.4302325,5020,1,1,1,1,1
0.0,0.314194844,7.36912,5021,1,1,1,1,1
0.000187958,0.290238199,7.3431975,5022,1,1,1,1,1
0.00949021,0.310382757,7.4003025,5023,1,1,1,1,1
0.038836283,0.31932085,7.73981,5024,1,1,1,1,1
0.077741993,0.342618627,8.394145,5025,1,1,1,1,1
0.132962835,0.343423379,8.8965325,5026,1,1,1,1,1
0.200824308,0.290709227,9.247425,5027,1,1,1,1,1
0.244514491,0.265918272,9.48029,5028,1,1,1,1,1
0.240196526,0.253066069,9.45668,5029,1,1,1,1,1
0.207284322,0.246052136,9.2418125,5030,1,1,1,1,1
0.2450445,0.225039894,9.049115,5031,1,1,1,1,1
0.225528146,0.244648587,8.9508725,5032,1,1,1,1,1
0.182685469,0.249808919,8.8013775,5033,1,1,1,1,1
0.120444124,0.226362397,8.8723,5034,1,1,1,1,1
0.066286686,0.188098511,8.92131,5035,1,1,1,1,1
0.016845143,0.163030088,8.7853375,5036,1,1,1,1,1
8.97e-5,0.113952578,8.545735,5037,1,1,1,1,1
0.0,0.128521078,8.486,5038,1,1,1,1,1
0.0,0.120226597,8.50367,5039,1,1,1,1,1
0.0,0.113347107,8.1454725,5040,1,1,1,1,1
0.0,0.48214975,8.024615,5041,1,1,1,1,1
0.0,0.466178654,7.6419675,5042,1,1,1,1,1
0.0,0.456489204,7.408855,5043,1,1,1,1,1
0.0,0.450420188,7.3058075,5044,1,1,1,1,1
0.0,0.452991772,7.33573,5045,1,1,1,1,1
0.004285792,0.473143005,7.61069,5046,1,1,1,1,1
0.042025651,0.433341127,8.06367,5047,1,1,1,1,1
0.111780254,0.430288025,8.7473025,5048,1,1,1,1,1
0.211787705,0.498818807,9.34915,5049,1,1,1,1,1
0.280008162,0.519529742,9.6230975,5050,1,1,1,1,1
0.366165106,0.536902481,9.867615,5051,1,1,1,1,1
0.379707428,0.525764668,10.025275,5052,1,1,1,1,1
0.421141264,0.525463362,9.7986325,5053,1,1,1,1,1
0.447942278,0.530906884,9.6297375,5054,1,1,1,1,1
0.427842576,0.566261646,9.351895,5055,1,1,1,1,1
0.356907728,0.543883042,9.2414225,5056,1,1,1,1,1
0.280769309,0.502956035,9.166455,5057,1,1,1,1,1
0.215640854,0.481816979,9.24851,5058,1,1,1,1,1
0.117838952,0.396149927,9.1502875,5059,1,1,1,1,1
0.030888688,0.353726882,8.8292775,5060,1,1,1,1,1
0.00123443,0.360246903,8.661595,5061,1,1,1,1,1
0.0,0.337324804,8.60291,5062,1,1,1,1,1
0.0,0.287175563,8.8143725,5063,1,1,1,1,1
0.0,0.210274974,8.4366875,5064,1,1,1,1,1
0.0,0.154778896,8.68476,5065,1,1,1,1,1
0.0,0.201765793,8.3254725,5066,1,1,1,1,1
0.0,0.213189246,7.875925,5067,1,1,1,1,1
0.0,0.185713038,7.80293,5068,1,1,1,1,1
0.0,0.162851567,7.7450225,5069,1,1,1,1,1
0.01883818,0.155092024,7.663955,5070,1,1,1,1,1
0.081516401,0.140011942,7.755355,5071,1,1,1,1,1
0.203559019,0.139052793,8.3254475,5072,1,1,1,1,1
0.305694972,0.154437681,9.03405,5073,1,1,1,1,1
0.382446373,0.174368647,9.401055,5074,1,1,1,1,1
0.420572308,0.186045931,9.55608,5075,1,1,1,1,1
0.47309908,0.175578507,9.6876275,5076,1,1,1,1,1
0.496356823,0.15994811,9.6199475,5077,1,1,1,1,1
0.478692961,0.169389806,9.405025,5078,1,1,1,1,1
0.487023246,0.134664839,9.11185,5079,1,1,1,1,1
0.498492946,0.1222968,8.9849975,5080,1,1,1,1,1
0.384483436,0.17427398,8.9292425,5081,1,1,1,1,1
0.267859441,0.245826346,9.013705,5082,1,1,1,1,1
0.128519564,0.216507779,9.0792375,5083,1,1,1,1,1
0.032963004,0.155154442,8.8770025,5084,1,1,1,1,1
0.002296141,0.157618895,8.663765,5085,1,1,1,1,1
0.0,0.159418601,8.6976125,5086,1,1,1,1,1
0.0,0.151679864,8.8314225,5087,1,1,1,1,1
0.0,0.130213426,8.6769575,5088,1,1,1,1,1
0.0,0.031252813,8.5815125,5089,1,1,1,1,1
0.0,0.028030942,8.232935,5090,1,1,1,1,1
0.0,0.016916013,7.9540925,5091,1,1,1,1,1
0.0,0.011263675,7.85794,5092,1,1,1,1,1
0.0,0.009643682,7.70889,5093,1,1,1,1,1
0.0,0.012818831,7.6176025,5094,1,1,1,1,1
0.019775432,0.011576422,7.904875,5095,1,1,1,1,1
0.082268236,0.01514346,8.311195,5096,1,1,1,1,1
0.176659792,0.014446452,8.84754,5097,1,1,1,1,1
0.316240966,0.012045544,9.29183,5098,1,1,1,1,1
0.427728276,0.017984884,9.54364,5099,1,1,1,1,1
0.510079484,0.029389677,9.723225,5100,1,1,1,1,1
0.568975677,0.035711371,9.701745,5101,1,1,1,1,1
0.502313075,0.034347869,9.540685,5102,1,1,1,1,1
0.455897493,0.026986862,9.22793,5103,1,1,1,1,1
0.369231707,0.030411827,9.1544775,5104,1,1,1,1,1
0.272856427,0.032016565,9.1126175,5105,1,1,1,1,1
0.160433558,0.031830633,9.111265,5106,1,1,1,1,1
0.056347747,0.028856672,9.0417375,5107,1,1,1,1,1
0.005065566,0.031632305,8.9226575,5108,1,1,1,1,1
0.0,0.050717527,8.825155,5109,1,1,1,1,1
0.0,0.049614329,9.04372,5110,1,1,1,1,1
0.0,0.039512969,8.77663,5111,1,1,1,1,1
0.0,0.036589543,8.5433025,5112,1,1,1,1,1
0.0,0.130385252,9.1019575,5113,1,1,1,1,1
0.0,0.175446159,8.5765625,5114,1,1,1,1,1
0.0,0.193396287,8.11161,5115,1,1,1,1,1
0.0,0.199797191,7.9681,5116,1,1,1,1,1
0.0,0.143349649,7.9378775,5117,1,1,1,1,1
0.0,0.111086271,8.066655,5118,1,1,1,1,1
0.001800845,0.11021556,8.46953,5119,1,1,1,1,1
0.026398851,0.124649683,8.7243625,5120,1,1,1,1,1
0.071312458,0.098735864,9.292815,5121,1,1,1,1,1
0.149575146,0.085900897,9.9030275,5122,1,1,1,1,1
0.249681656,0.097244745,10.109405,5123,1,1,1,1,1
0.329763816,0.088372904,10.3295075,5124,1,1,1,1,1
0.314969283,0.079773829,10.16929,5125,1,1,1,1,1
0.248967922,0.069455795,9.9367875,5126,1,1,1,1,1
0.179315764,0.065446673,9.71283,5127,1,1,1,1,1
0.129009781,0.069744606,9.51333,5128,1,1,1,1,1
0.089667195,0.077653744,9.4978375,5129,1,1,1,1,1
0.073771158,0.099968124,9.6802375,5130,1,1,1,1,1
0.027268371,0.112086412,9.73114,5131,1,1,1,1,1
0.00081364,0.12767364,9.535375,5132,1,1,1,1,1
0.0,0.138921217,9.64308,5133,1,1,1,1,1
0.0,0.165969955,9.4843175,5134,1,1,1,1,1
0.0,0.171954757,9.3269625,5135,1,1,1,1,1
0.0,0.153245164,9.1390775,5136,1,1,1,1,1
0.0,0.48214975,8.024615,5137,1,1,1,1,1
0.0,0.466178654,7.6419675,5138,1,1,1,1,1
0.0,0.456489204,7.408855,5139,1,1,1,1,1
0.0,0.450420188,7.3058075,5140,1,1,1,1,1
0.0,0.452991772,7.33573,5141,1,1,1,1,1
0.004285792,0.473143005,7.61069,5142,1,1,1,1,1
0.042025651,0.433341127,8.06367,5143,1,1,1,1,1
0.111780254,0.430288025,8.7473025,5144,1,1,1,1,1
0.211787705,0.498818807,9.34915,5145,1,1,1,1,1
0.280008162,0.519529742,9.6230975,5146,1,1,1,1,1
0.366165106,0.536902481,9.867615,5147,1,1,1,1,1
0.379707428,0.525764668,10.025275,5148,1,1,1,1,1
0.421141264,0.525463362,9.7986325,5149,1,1,1,1,1
0.447942278,0.530906884,9.6297375,5150,1,1,1,1,1
0.427842576,0.566261646,9.351895,5151,1,1,1,1,1
0.356907728,0.543883042,9.2414225,5152,1,1,1,1,1
0.280769309,0.502956035,9.166455,5153,1,1,1,1,1
0.215640854,0.481816979,9.24851,5154,1,1,1,1,1
0.117838952,0.396149927,9.1502875,5155,1,1,1,1,1
0.030888688,0.353726882,8.8292775,5156,1,1,1,1,1
0.00123443,0.360246903,8.661595,5157,1,1,1,1,1
0.0,0.337324804,8.60291,5158,1,1,1,1,1
0.0,0.287175563,8.8143725,5159,1,1,1,1,1
0.0,0.210274974,8.4366875,5160,1,1,1,1,1
0.0,0.48214975,8.024615,5161,1,1,1,1,1
0.0,0.466178654,7.6419675,5162,1,1,1,1,1
0.0,0.456489204,7.408855,5163,1,1,1,1,1
0.0,0.450420188,7.3058075,5164,1,1,1,1,1
0.0,0.452991772,7.33573,5165,1,1,1,1,1
0.004285792,0.473143005,7.61069,5166,1,1,1,1,1
0.042025651,0.433341127,8.06367,5167,1,1,1,1,1
0.111780254,0.430288025,8.7473025,5168,1,1,1,1,1
0.211787705,0.498818807,9.34915,5169,1,1,1,1,1
0.280008162,0.519529742,9.6230975,5170,1,1,1,1,1
0.366165106,0.536902481,9.867615,5171,1,1,1,1,1
0.379707428,0.525764668,10.025275,5172,1,1,1,1,1
0.421141264,0.525463362,9.7986325,5173,1,1,1,1,1
0.447942278,0.530906884,9.6297375,5174,1,1,1,1,1
0.427842576,0.566261646,9.351895,5175,1,1,1,1,1
0.356907728,0.543883042,9.2414225,5176,1,1,1,1,1
0.280769309,0.502956035,9.166455,5177,1,1,1,1,1
0.215640854,0.481816979,9.24851,5178,1,1,1,1,1
0.117838952,0.396149927,9.1502875,5179,1,1,1,1,1
0.030888688,0.353726882,8.8292775,5180,1,1,1,1,1
0.00123443,0.360246903,8.661595,5181,1,1,1,1,1
0.0,0.337324804,8.60291,5182,1,1,1,1,1
0.0,0.287175563,8.8143725,5183,1,1,1,1,1
0.0,0.210274974,8.4366875,5184,1,1,1,1,1
0.0,0.154778896,8.68476,5185,1,1,1,1,1
0.0,0.201765793,8.3254725,5186,1,1,1,1,1
0.0,0.213189246,7.875925,5187,1,1,1,1,1
0.0,0.185713038,7.80293,5188,1,1,1,1,1
0.0,0.162851567,7.7450225,5189,1,1,1,1,1
0.01883818,0.155092024,7.663955,5190,1,1,1,1,1
0.081516401,0.140011942,7.755355,5191,1,1,1,1,1
0.203559019,0.139052793,8.3254475,5192,1,1,1,1,1
0.305694972,0.154437681,9.03405,5193,1,1,1,1,1
0.382446373,0.174368647,9.401055,5194,1,1,1,1,1
0.420572308,0.186045931,9.55608,5195,1,1,1,1,1
0.47309908,0.175578507,9.6876275,5196,1,1,1,1,1
0.496356823,0.15994811,9.6199475,5197,1,1,1,1,1
0.478692961,0.169389806,9.405025,5198,1,1,1,1,1
0.487023246,0.134664839,9.11185,5199,1,1,1,1,1
0.498492946,0.1222968,8.9849975,5200,1,1,1,1,1
0.384483436,0.17427398,8.9292425,5201,1,1,1,1,1
0.267859441,0.245826346,9.013705,5202,1,1,1,1,1
0.128519564,0.216507779,9.0792375,5203,1,1,1,1,1
0.032963004,0.155154442,8.8770025,5204,1,1,1,1,1
0.002296141,0.157618895,8.663765,5205,1,1,1,1,1
0.0,0.159418601,8.6976125,5206,1,1,1,1,1
0.0,0.151679864,8.8314225,5207,1,1,1,1,1
0.0,0.130213426,8.6769575,5208,1,1,1,1,1
0.0,0.072103958,7.933565,5209,1,1,1,1,1
0.0,0.048792778,7.621605,5210,1,1,1,1,1
0.0,0.052779568,7.317005,5211,1,1,1,1,1
0.0,0.056964416,7.1165075,5212,1,1,1,1,1
0.000300564,0.05516138,7.0464575,5213,1,1,1,1,1
0.025665644,0.064871294,6.855665,5214,1,1,1,1,1
0.112355983,0.043250266,6.899535,5215,1,1,1,1,1
0.262323979,0.035219217,7.187355,5216,1,1,1,1,1
0.424350104,0.035298235,7.7441175,5217,1,1,1,1,1
0.550713226,0.02968902,8.165975,5218,1,1,1,1,1
0.607172732,0.030673147,8.423155,5219,1,1,1,1,1
0.644005818,0.024828933,8.594385,5220,1,1,1,1,1
0.662936284,0.02534819,8.6778625,5221,1,1,1,1,1
0.646292646,0.023009478,8.49957,5222,1,1,1,1,1
0.594989298,0.022790897,8.411525,5223,1,1,1,1,1
0.531752281,0.028729522,8.385955,5224,1,1,1,1,1
0.408896024,0.036248497,8.423815,5225,1,1,1,1,1
0.251839792,0.058212276,8.582655,5226,1,1,1,1,1
0.131644586,0.065479831,8.734645,5227,1,1,1,1,1
0.055507014,0.063844067,8.7285525,5228,1,1,1,1,1
0.007562365,0.073373369,8.5705075,5229,1,1,1,1,1
0.0,0.098727716,8.549585,5230,1,1,1,1,1
0.0,0.117122369,8.82536,5231,1,1,1,1,1
0.0,0.111384879,8.4922475,5232,1,1,1,1,1
0.0,0.072103958,7.933565,5233,1,1,1,1,1
0.0,0.048792778,7.621605,5234,1,1,1,1,1
0.0,0.052779568,7.317005,5235,1,1,1,1,1
0.0,0.056964416,7.1165075,5236,1,1,1,1,1
0.000300564,0.05516138,7.0464575,5237,1,1,1,1,1
0.025665644,0.064871294,6.855665,5238,1,1,1,1,1
0.112355983,0.043250266,6.899535,5239,1,1,1,1,1
0.262323979,0.035219217,7.187355,5240,1,1,1,1,1
0.424350104,0.035298235,7.7441175,5241,1,1,1,1,1
0.550713226,0.02968902,8.165975,5242,1,1,1,1,1
0.607172732,0.030673147,8.423155,5243,1,1,1,1,1
0.644005818,0.024828933,8.594385,5244,1,1,1,1,1
0.662936284,0.02534819,8.6778625,5245,1,1,1,1,1
0.646292646,0.023009478,8.49957,5246,1,1,1,1,1
0.594989298,0.022790897,8.411525,5247,1,1,1,1,1
0.531752281,0.028729522,8.385955,5248,1,1,1,1,1
0.408896024,0.036248497,8.423815,5249,1,1,1,1,1
0.251839792,0.058212276,8.582655,5250,1,1,1,1,1
0.131644586,0.065479831,8.734645,5251,1,1,1,1,1
0.055507014,0.063844067,8.7285525,5252,1,1,1,1,1
0.007562365,0.073373369,8.5705075,5253,1,1,1,1,1
0.0,0.098727716,8.549585,5254,1,1,1,1,1
0.0,0.117122369,8.82536,5255,1,1,1,1,1
0.0,0.111384879,8.4922475,5256,1,1,1,1,1
0.0,0.130385252,9.1019575,5257,1,1,1,1,1
0.0,0.175446159,8.5765625,5258,1,1,1,1,1
0.0,0.193396287,8.11161,5259,1,1,1,1,1
0.0,0.199797191,7.9681,5260,1,1,1,1,1
0.0,0.143349649,7.9378775,5261,1,1,1,1,1
0.0,0.111086271,8.066655,5262,1,1,1,1,1
0.001800845,0.11021556,8.46953,5263,1,1,1,1,1
0.026398851,0.124649683,8.7243625,5264,1,1,1,1,1
0.071312458,0.098735864,9.292815,5265,1,1,1,1,1
0.149575146,0.085900897,9.9030275,5266,1,1,1,1,1
0.249681656,0.097244745,10.109405,5267,1,1,1,1,1
0.329763816,0.088372904,10.3295075,5268,1,1,1,1,1
0.314969283,0.079773829,10.16929,5269,1,1,1,1,1
0.248967922,0.069455795,9.9367875,5270,1,1,1,1,1
0.179315764,0.065446673,9.71283,5271,1,1,1,1,1
0.129009781,0.069744606,9.51333,5272,1,1,1,1,1
0.089667195,0.077653744,9.4978375,5273,1,1,1,1,1
0.073771158,0.099968124,9.6802375,5274,1,1,1,1,1
0.027268371,0.112086412,9.73114,5275,1,1,1,1,1
0.00081364,0.12767364,9.535375,5276,1,1,1,1,1
0.0,0.138921217,9.64308,5277,1,1,1,1,1
0.0,0.165969955,9.4843175,5278,1,1,1,1,1
0.0,0.171954757,9.3269625,5279,1,1,1,1,1
0.0,0.153245164,9.1390775,5280,1,1,1,1,1
0.0,0.154778896,8.68476,5281,1,1,1,1,1
0.0,0.201765793,8.3254725,5282,1,1,1,1,1
0.0,0.213189246,7.875925,5283,1,1,1,1,1
0.0,0.185713038,7.80293,5284,1,1,1,1,1
0.0,0.162851567,7.7450225,5285,1,1,1,1,1
0.01883818,0.155092024,7.663955,5286,1,1,1,1,1
0.081516401,0.140011942,7.755355,5287,1,1,1,1,1
0.203559019,0.139052793,8.3254475,5288,1,1,1,1,1
0.305694972,0.154437681,9.03405,5289,1,1,1,1,1
0.382446373,0.174368647,9.401055,5290,1,1,1,1,1
0.420572308,0.186045931,9.55608,5291,1,1,1,1,1
0.47309908,0.175578507,9.6876275,5292,1,1,1,1,1
0.496356823,0.15994811,9.6199475,5293,1,1,1,1,1
0.478692961,0.169389806,9.405025,5294,1,1,1,1,1
0.487023246,0.134664839,9.11185,5295,1,1,1,1,1
0.498492946,0.1222968,8.9849975,5296,1,1,1,1,1
0.384483436,0.17427398,8.9292425,5297,1,1,1,1,1
0.267859441,0.245826346,9.013705,5298,1,1,1,1,1
0.128519564,0.216507779,9.0792375,5299,1,1,1,1,1
0.032963004,0.155154442,8.8770025,5300,1,1,1,1,1
0.002296141,0.157618895,8.663765,5301,1,1,1,1,1
0.0,0.159418601,8.6976125,5302,1,1,1,1,1
0.0,0.151679864,8.8314225,5303,1,1,1,1,1
0.0,0.130213426,8.6769575,5304,1,1,1,1,1
0.0,0.130385252,9.1019575,5305,1,1,1,1,1
0.0,0.175446159,8.5765625,5306,1,1,1,1,1
0.0,0.193396287,8.11161,5307,1,1,1,1,1
0.0,0.199797191,7.9681,5308,1,1,1,1,1
0.0,0.143349649,7.9378775,5309,1,1,1,1,1
0.0,0.111086271,8.066655,5310,1,1,1,1,1
0.001800845,0.11021556,8.46953,5311,1,1,1,1,1
0.026398851,0.124649683,8.7243625,5312,1,1,1,1,1
0.071312458,0.098735864,9.292815,5313,1,1,1,1,1
0.149575146,0.085900897,9.9030275,5314,1,1,1,1,1
0.249681656,0.097244745,10.109405,5315,1,1,1,1,1
0.329763816,0.088372904,10.3295075,5316,1,1,1,1,1
0.314969283,0.079773829,10.16929,5317,1,1,1,1,1
0.248967922,0.069455795,9.9367875,5318,1,1,1,1,1
0.179315764,0.065446673,9.71283,5319,1,1,1,1,1
0.129009781,0.069744606,9.51333,5320,1,1,1,1,1
0.089667195,0.077653744,9.4978375,5321,1,1,1,1,1
0.073771158,0.099968124,9.6802375,5322,1,1,1,1,1
0.027268371,0.112086412,9.73114,5323,1,1,1,1,1
0.00081364,0.12767364,9.535375,5324,1,1,1,1,1
0.0,0.138921217,9.64308,5325,1,1,1,1,1
0.0,0.165969955,9.4843175,5326,1,1,1,1,1
0.0,0.171954757,9.3269625,5327,1,1,1,1,1
0.0,0.153245164,9.1390775,5328,1,1,1,1,1
0.0,0.070780084,8.3379675,5329,1,1,1,1,1
0.0,0.061454871,7.98139,5330,1,1,1,1,1
0.0,0.044304297,7.73203,5331,1,1,1,1,1
0.0,0.029952241,7.627915,5332,1,1,1,1,1
0.0,0.024728024,7.674015,5333,1,1,1,1,1
0.001568861,0.02651202,8.0097325,5334,1,1,1,1,1
0.034456512,0.028194944,8.611165,5335,1,1,1,1,1
0.095060418,0.02984831,9.2771575,5336,1,1,1,1,1
0.180068444,0.025325867,9.936255,5337,1,1,1,1,1
0.308323004,0.031843028,10.3593075,5338,1,1,1,1,1
0.439089604,0.037762345,10.5026075,5339,1,1,1,1,1
0.401189727,0.028745112,10.644905,5340,1,1,1,1,1
0.456023646,0.027370168,10.3713625,5341,1,1,1,1,1
0.48494639,0.040203301,10.36995,5342,1,1,1,1,1
0.528176837,0.062380717,10.0942175,5343,1,1,1,1,1
0.428955933,0.115358035,10.0271275,5344,1,1,1,1,1
0.330726468,0.132216838,9.83177,5345,1,1,1,1,1
0.201590535,0.218703898,9.8042875,5346,1,1,1,1,1
0.086200124,0.365251815,9.66571,5347,1,1,1,1,1
0.01713216,0.417185052,9.362795,5348,1,1,1,1,1
7.03e-5,0.466700217,9.1191675,5349,1,1,1,1,1
0.0,0.478422525,9.18563,5350,1,1,1,1,1
0.0,0.473759918,9.12513,5351,1,1,1,1,1
0.0,0.392629611,8.66401,5352,1,1,1,1,1
0.0,0.353629625,8.1401375,5353,1,1,1,1,1
0.0,0.373170618,7.7780325,5354,1,1,1,1,1
0.0,0.331271044,7.560135,5355,1,1,1,1,1
0.0,0.362773673,7.4302325,5356,1,1,1,1,1
0.0,0.314194844,7.36912,5357,1,1,1,1,1
0.000187958,0.290238199,7.3431975,5358,1,1,1,1,1
0.00949021,0.310382757,7.4003025,5359,1,1,1,1,1
